ID,TimeStamp,CountryCode,TweetType,Size,LikeCount,RetweetCount
1130207456741789698,Sun May 19 21:23:50 WEST 2019,,isRetweet,140,0,11
1130206220202184704,Sun May 19 21:18:55 WEST 2019,,isRetweet,140,0,11
1130199442160803840,Sun May 19 20:51:59 WEST 2019,,isRetweet,139,0,3
1130198388438437889,Sun May 19 20:47:48 WEST 2019,,isRetweet,140,0,4
1130190650912137217,Sun May 19 20:17:03 WEST 2019,,isRetweet,140,0,1
1130170280641531906,Sun May 19 18:56:07 WEST 2019,,isRetweet,140,0,4
1130159407726301187,Sun May 19 18:12:54 WEST 2019,,isRetweet,132,0,1
1130153763820298240,Sun May 19 17:50:29 WEST 2019,,isRetweet,140,0,2
1130146077775151106,Sun May 19 17:19:56 WEST 2019,,isRetweet,140,0,44
1130141673940504576,Sun May 19 17:02:26 WEST 2019,,isRetweet,140,0,4
1130409976390868992,Mon May 20 10:48:35 WEST 2019,,isRetweet,140,0,9
1130360261666385922,Mon May 20 07:31:02 WEST 2019,,isRetweet,140,0,1
1130340983797952512,Mon May 20 06:14:25 WEST 2019,,isRetweet,140,0,9
1130340861370339328,Mon May 20 06:13:56 WEST 2019,,isRetweet,140,0,9
1130334347653984256,Mon May 20 05:48:03 WEST 2019,,isRetweet,140,0,9
1130245515315154944,Sun May 19 23:55:04 WEST 2019,,isRetweet,140,0,6
1130236189020184576,Sun May 19 23:18:00 WEST 2019,,isRetweet,140,0,4
1130220837775265792,Sun May 19 22:17:00 WEST 2019,,isRetweet,140,0,4
1130205739019120641,Sun May 19 21:17:01 WEST 2019,,isRetweet,140,0,4
1130190637670850561,Sun May 19 20:17:00 WEST 2019,,isRetweet,140,0,4
1130130615582568448,Sun May 19 16:18:30 WEST 2019,,isRetweet,140,0,6
1130061210400034816,Sun May 19 11:42:42 WEST 2019,,isRetweet,140,0,6
1130013580080889856,Sun May 19 08:33:26 WEST 2019,,isRetweet,140,0,6
1129931480715546625,Sun May 19 03:07:12 WEST 2019,,isRetweet,140,0,2
1129931402005360641,Sun May 19 03:06:54 WEST 2019,,isRetweet,140,0,2
1129555364503068673,Sat May 18 02:12:39 WEST 2019,,isRetweet,140,0,5
1129547156631769088,Sat May 18 01:40:02 WEST 2019,,isRetweet,140,0,5
1129546930718044161,Sat May 18 01:39:08 WEST 2019,,isRetweet,139,0,2
1129482081103437824,Fri May 17 21:21:27 WEST 2019,,isRetweet,140,0,5
1129480953330577409,Fri May 17 21:16:58 WEST 2019,,isRetweet,140,0,5
1129461434243604482,Fri May 17 19:59:24 WEST 2019,,isRetweet,140,0,5
1129156121112010759,Thu May 16 23:46:12 WEST 2019,,isRetweet,140,0,6
1129150529232429057,Thu May 16 23:23:59 WEST 2019,,isRetweet,140,0,6
1129150244695019525,Thu May 16 23:22:51 WEST 2019,,isRetweet,140,0,6
1129145857645993984,Thu May 16 23:05:25 WEST 2019,,isRetweet,140,0,6
1128992175201632257,Thu May 16 12:54:44 WEST 2019,,isRetweet,140,0,2
1128879297450655745,Thu May 16 05:26:12 WEST 2019,,isRetweet,131,0,1
